AUC,B_ACC,F1,F2,Model,cenario/amostra
0.9932950128029931,0.9932950128029931,0.9803921568627451,0.984251968503937,MLP,cenario4/resultado_118
0.9078317169278124,0.9078317169278123,0.8920863309352517,0.8446866485013623,SVM,cenario4/resultado_118
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_118
0.9971625632966649,0.997162563296665,0.865979381443299,0.9417040358744395,LogClass,cenario4/resultado_119
1.0,1.0,1.0,1.0,RF,cenario4/resultado_119
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_119
0.95,0.95,0.9473684210526316,0.9183673469387754,SVM,cenario4/resultado_119
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_119
0.9972461042450296,0.9972461042450296,0.7657142857142858,0.8909574468085106,LogClass,cenario4/resultado_12
1.0,1.0,1.0,1.0,RF,cenario4/resultado_12
0.9924701452436903,0.9924701452436901,0.9850746268656716,0.9850746268656716,MLP,cenario4/resultado_12
0.7611940298507462,0.7611940298507462,0.6862745098039216,0.5775577557755774,SVM,cenario4/resultado_12
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_12
0.9972189295158203,0.9972189295158203,0.8447837150127228,0.9315375982042648,LogClass,cenario4/resultado_120
1.0,1.0,1.0,1.0,RF,cenario4/resultado_120
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_120
0.9337349397590362,0.9337349397590362,0.9290322580645161,0.891089108910891,SVM,cenario4/resultado_120
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_120
0.9998876814646337,0.9998876814646337,0.9753086419753086,0.9899749373433585,LogClass,cenario4/resultado_121
1.0,1.0,1.0,1.0,RF,cenario4/resultado_121
0.9999578805492376,0.9999578805492376,0.9905956112852665,0.9962168978562422,MLP,cenario4/resultado_121
0.9430379746835442,0.9430379746835442,0.9395973154362416,0.9067357512953367,SVM,cenario4/resultado_121
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_121
0.9999559471365639,0.9999559471365639,0.9565217391304348,0.9821428571428572,LogClass,cenario4/resultado_122
1.0,1.0,1.0,1.0,RF,cenario4/resultado_122
0.9999559471365639,0.9999559471365639,0.9565217391304348,0.9821428571428572,MLP,cenario4/resultado_122
0.5454545454545454,0.5454545454545454,0.16666666666666669,0.11111111111111112,SVM,cenario4/resultado_122
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_122
0.9369880352494447,0.9369880352494447,0.0725883476599809,0.16323024054982818,LogClass,cenario4/resultado_123
0.9743589743589743,0.9743589743589743,0.9736842105263158,0.9585492227979274,RF,cenario4/resultado_123
0.9741519992994689,0.9741519992994689,0.9249999999999999,0.9390862944162437,MLP,cenario4/resultado_123
0.6666666666666666,0.6666666666666666,0.5,0.3846153846153846,SVM,cenario4/resultado_123
0.9743589743589743,0.9743589743589743,0.9736842105263158,0.9585492227979274,XGB,cenario4/resultado_123
0.9729027850565247,0.9729027850565246,0.32161874334398294,0.5412186379928315,LogClass,cenario4/resultado_124
0.9901315789473684,0.9901315789473684,0.9900332225913622,0.9841479524438572,RF,cenario4/resultado_124
0.9536853335329789,0.9536853335329789,0.9292929292929293,0.9163346613545817,MLP,cenario4/resultado_124
0.7368421052631579,0.7368421052631579,0.6428571428571429,0.5294117647058822,SVM,cenario4/resultado_124
0.9967105263157895,0.9967105263157895,0.9966996699669968,0.9947299077733861,XGB,cenario4/resultado_124
0.9942413620430646,0.9942413620430646,0.3947368421052631,0.6198347107438017,LogClass,cenario4/resultado_125
1.0,1.0,1.0,1.0,RF,cenario4/resultado_125
0.9222222222222223,0.9222222222222223,0.9156626506024096,0.871559633027523,MLP,cenario4/resultado_125
0.9555555555555555,0.9555555555555555,0.9534883720930233,0.927601809954751,SVM,cenario4/resultado_125
0.9777777777777779,0.9777777777777779,0.9772727272727273,0.9641255605381165,XGB,cenario4/resultado_125
0.9985348810999661,0.9985348810999661,0.8539325842696629,0.9359605911330049,LogClass,cenario4/resultado_126
1.0,1.0,1.0,1.0,RF,cenario4/resultado_126
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_126
0.9013157894736843,0.9013157894736843,0.8905109489051095,0.8356164383561645,SVM,cenario4/resultado_126
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_126
0.9992212551534586,0.9992212551534585,0.8740740740740741,0.9455128205128206,LogClass,cenario4/resultado_127
1.0,1.0,1.0,1.0,RF,cenario4/resultado_127
0.9829592304168575,0.9829592304168575,0.9661016949152542,0.9661016949152541,MLP,cenario4/resultado_127
0.9152542372881356,0.9152542372881356,0.9074074074074074,0.8596491228070176,SVM,cenario4/resultado_127
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_127
0.9992617041605142,0.9992617041605142,0.9442622950819672,0.9769335142469473,LogClass,cenario4/resultado_128
0.9999131416659429,0.9999131416659428,0.993103448275862,0.997229916897507,RF,cenario4/resultado_128
0.9999131416659429,0.9999131416659428,0.993103448275862,0.997229916897507,MLP,cenario4/resultado_128
0.9479166666666667,0.9479166666666667,0.945054945054945,0.9148936170212767,SVM,cenario4/resultado_128
0.9999131416659429,0.9999131416659428,0.993103448275862,0.997229916897507,XGB,cenario4/resultado_128
0.9998749687421856,0.9998749687421855,0.9620253164556963,0.984455958549223,LogClass,cenario4/resultado_129
1.0,1.0,1.0,1.0,RF,cenario4/resultado_129
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_129
0.9605263157894737,0.9605263157894737,0.958904109589041,0.9358288770053476,SVM,cenario4/resultado_129
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_129
0.9998823667803788,0.9998823667803788,0.9795918367346939,0.9917355371900827,LogClass,cenario4/resultado_13
1.0,1.0,1.0,1.0,RF,cenario4/resultado_13
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_13
0.7395833333333334,0.7395833333333334,0.647887323943662,0.5348837209302325,SVM,cenario4/resultado_13
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_13
0.9991035410129986,0.9991035410129987,0.9038461538461539,0.9591836734693878,LogClass,cenario4/resultado_130
1.0,1.0,1.0,1.0,RF,cenario4/resultado_130
0.99995517705065,0.99995517705065,0.9947089947089947,0.9978768577494693,MLP,cenario4/resultado_130
0.9361702127659575,0.9361702127659575,0.9318181818181819,0.8951965065502183,SVM,cenario4/resultado_130
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_130
0.9917796716343114,0.9917796716343114,0.7743589743589743,0.8924349881796692,LogClass,cenario4/resultado_131
0.9966538498251978,0.9966538498251978,0.993421052631579,0.993421052631579,RF,cenario4/resultado_131
0.9965971733346061,0.9965971733346061,0.9901639344262295,0.9921156373193168,MLP,cenario4/resultado_131
0.9209959550883556,0.9209959550883556,0.9110320284697508,0.8683853459972862,SVM,cenario4/resultado_131
0.9967105263157895,0.9967105263157895,0.9966996699669968,0.9947299077733861,XGB,cenario4/resultado_131
0.9998498498498499,0.9998498498498498,0.9822485207100593,0.9928229665071772,LogClass,cenario4/resultado_132
1.0,1.0,1.0,1.0,RF,cenario4/resultado_132
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_132
0.963855421686747,0.963855421686747,0.9625,0.941320293398533,SVM,cenario4/resultado_132
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_132
1.0,1.0,1.0,1.0,LogClass,cenario4/resultado_133
1.0,1.0,1.0,1.0,RF,cenario4/resultado_133
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_133
0.9028571428571428,0.9028571428571428,0.8924050632911393,0.8382877526753864,SVM,cenario4/resultado_133
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_133
0.9860673612793798,0.9860673612793798,0.42016806722689076,0.6443298969072165,LogClass,cenario4/resultado_134
1.0,1.0,1.0,1.0,RF,cenario4/resultado_134
0.9637576932396413,0.9637576932396414,0.9392712550607287,0.932475884244373,MLP,cenario4/resultado_134
0.8833134641789839,0.8833134641789839,0.8067226890756303,0.7830342577487766,SVM,cenario4/resultado_134
0.996,0.996,0.9959839357429718,0.9935897435897436,XGB,cenario4/resultado_134
0.9955831218870407,0.9955831218870407,0.7638190954773869,0.8899297423887589,LogClass,cenario4/resultado_135
1.0,1.0,1.0,1.0,RF,cenario4/resultado_135
0.9966635382507579,0.996663538250758,0.993421052631579,0.993421052631579,MLP,cenario4/resultado_135
0.7236842105263158,0.7236842105263158,0.6181818181818182,0.5029585798816568,SVM,cenario4/resultado_135
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_135
0.9999473684210527,0.9999473684210527,0.9876543209876543,0.9950248756218906,LogClass,cenario4/resultado_136
1.0,1.0,1.0,1.0,RF,cenario4/resultado_136
0.9999473684210527,0.9999473684210527,0.9876543209876543,0.9950248756218906,MLP,cenario4/resultado_136
0.8875,0.8875,0.8732394366197184,0.8115183246073298,SVM,cenario4/resultado_136
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_136
0.9993734859243171,0.9993734859243171,0.4827586206896552,0.7000000000000001,LogClass,cenario4/resultado_137
1.0,1.0,1.0,1.0,RF,cenario4/resultado_137
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_137
0.5,0.5,0.0,0.0,SVM,cenario4/resultado_137
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_137
0.9943006777572397,0.9943006777572396,0.4931506849315069,0.7086614173228346,LogClass,cenario4/resultado_138
1.0,1.0,1.0,1.0,RF,cenario4/resultado_138
0.9998973095091395,0.9998973095091395,0.9818181818181818,0.9926470588235292,MLP,cenario4/resultado_138
0.8796296296296297,0.8796296296296297,0.8631578947368421,0.7976653696498055,SVM,cenario4/resultado_138
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_138
0.9998758843241902,0.9998758843241902,0.9908256880733944,0.9963099630996309,LogClass,cenario4/resultado_139
1.0,1.0,1.0,1.0,RF,cenario4/resultado_139
0.9998758843241902,0.9998758843241902,0.9908256880733944,0.9963099630996309,MLP,cenario4/resultado_139
0.9444444444444444,0.9444444444444444,0.9411764705882353,0.9090909090909091,SVM,cenario4/resultado_139
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_139
0.9990048336650554,0.9990048336650554,0.9098712446351932,0.9618874773139746,LogClass,cenario4/resultado_14
1.0,1.0,1.0,1.0,RF,cenario4/resultado_14
0.9998578333807222,0.9998578333807222,0.986046511627907,0.9943714821763604,MLP,cenario4/resultado_14
0.9198113207547169,0.9198113207547169,0.9128205128205129,0.8674463937621831,SVM,cenario4/resultado_14
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_14
0.9896980630459552,0.9896980630459552,0.1422924901185771,0.2931596091205212,LogClass,cenario4/resultado_140
1.0,1.0,1.0,1.0,RF,cenario4/resultado_140
0.9999525256361566,0.9999525256361566,0.972972972972973,0.989010989010989,MLP,cenario4/resultado_140
0.5277777777777778,0.5277777777777778,0.10526315789473684,0.06849315068493152,SVM,cenario4/resultado_140
0.9998575769084694,0.9998575769084694,0.923076923076923,0.9677419354838709,XGB,cenario4/resultado_140
0.9978264504263501,0.9978264504263501,0.7815126050420168,0.8994197292069633,LogClass,cenario4/resultado_141
1.0,1.0,1.0,1.0,RF,cenario4/resultado_141
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_141
0.956989247311828,0.956989247311828,0.9550561797752808,0.9299781181619254,SVM,cenario4/resultado_141
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_141
0.99407231772377,0.99407231772377,0.3243243243243243,0.5454545454545455,LogClass,cenario4/resultado_142
1.0,1.0,1.0,1.0,RF,cenario4/resultado_142
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_142
0.5625,0.5625,0.2222222222222222,0.15151515151515152,SVM,cenario4/resultado_142
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_142
0.9959775052722017,0.9959775052722017,0.6199261992619927,0.8030592734225621,LogClass,cenario4/resultado_143
1.0,1.0,1.0,1.0,RF,cenario4/resultado_143
0.9998828399593845,0.9998828399593845,0.9824561403508771,0.9929078014184396,MLP,cenario4/resultado_143
0.9226190476190477,0.9226190476190477,0.9161290322580644,0.8722358722358723,SVM,cenario4/resultado_143
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_143
0.9999158178297837,0.9999158178297837,0.9782608695652174,0.9911894273127753,LogClass,cenario4/resultado_144
1.0,1.0,1.0,1.0,RF,cenario4/resultado_144
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_144
0.9111111111111111,0.9111111111111111,0.9024390243902439,0.8525345622119815,SVM,cenario4/resultado_144
0.9999579089148919,0.9999579089148918,0.989010989010989,0.9955752212389382,XGB,cenario4/resultado_144
0.9999085003202488,0.9999085003202488,0.9782608695652174,0.9911894273127753,LogClass,cenario4/resultado_145
1.0,1.0,1.0,1.0,RF,cenario4/resultado_145
0.9999542501601245,0.9999542501601244,0.989010989010989,0.9955752212389382,MLP,cenario4/resultado_145
0.8666666666666667,0.8666666666666667,0.846153846153846,0.7746478873239436,SVM,cenario4/resultado_145
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_145
1.0,1.0,1.0,1.0,LogClass,cenario4/resultado_146
1.0,1.0,1.0,1.0,RF,cenario4/resultado_146
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_146
0.9736842105263157,0.9736842105263157,0.972972972972973,0.9574468085106381,SVM,cenario4/resultado_146
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_146
0.9998841922408802,0.9998841922408801,0.9722222222222222,0.9887005649717513,LogClass,cenario4/resultado_147
1.0,1.0,1.0,1.0,RF,cenario4/resultado_147
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_147
0.6285714285714286,0.6285714285714286,0.40909090909090906,0.3020134228187919,SVM,cenario4/resultado_147
0.99994209612044,0.99994209612044,0.9859154929577464,0.9943181818181817,XGB,cenario4/resultado_147
0.9992305719415235,0.9992305719415235,0.9259259259259259,0.9689922480620154,LogClass,cenario4/resultado_148
1.0,1.0,1.0,1.0,RF,cenario4/resultado_148
0.9998076429853809,0.9998076429853808,0.9803921568627451,0.9920634920634919,MLP,cenario4/resultado_148
0.9266666666666667,0.9266666666666667,0.9208633093525179,0.8791208791208791,SVM,cenario4/resultado_148
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_148
0.9999490160089731,0.9999490160089732,0.9919999999999999,0.9967845659163985,LogClass,cenario4/resultado_149
1.0,1.0,1.0,1.0,RF,cenario4/resultado_149
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_149
0.9032258064516129,0.9032258064516129,0.8928571428571428,0.8389261744966443,SVM,cenario4/resultado_149
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_149
0.9979224930083899,0.9979224930083899,0.7204301075268817,0.8656330749354004,LogClass,cenario4/resultado_15
1.0,1.0,1.0,1.0,RF,cenario4/resultado_15
0.9999200958849381,0.9999200958849381,0.9852941176470589,0.9940652818991099,MLP,cenario4/resultado_15
0.8507462686567164,0.8507462686567164,0.8245614035087719,0.746031746031746,SVM,cenario4/resultado_15
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_15
0.9960840686031526,0.9960840686031526,0.6996197718631179,0.8534322820037107,LogClass,cenario4/resultado_150
1.0,1.0,1.0,1.0,RF,cenario4/resultado_150
0.9890808660307499,0.9890808660307499,0.9836065573770493,0.9803921568627452,MLP,cenario4/resultado_150
0.9565217391304348,0.9565217391304348,0.9545454545454545,0.9292035398230089,SVM,cenario4/resultado_150
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_150
0.9940859099398216,0.9940859099398216,0.5327868852459016,0.7403189066059226,LogClass,cenario4/resultado_151
1.0,1.0,1.0,1.0,RF,cenario4/resultado_151
0.9998443660510479,0.9998443660510479,0.9774436090225563,0.9908536585365852,MLP,cenario4/resultado_151
0.9153846153846155,0.9153846153846155,0.907563025210084,0.8598726114649683,SVM,cenario4/resultado_151
0.9998962440340319,0.999896244034032,0.9848484848484849,0.9938837920489297,XGB,cenario4/resultado_151
0.9999011173736774,0.9999011173736774,0.9896907216494846,0.995850622406639,LogClass,cenario4/resultado_152
1.0,1.0,1.0,1.0,RF,cenario4/resultado_152
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_152
0.9479166666666667,0.9479166666666667,0.945054945054945,0.9148936170212767,SVM,cenario4/resultado_152
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_152
0.9999459050091962,0.9999459050091961,0.9925925925925926,0.9970238095238095,LogClass,cenario4/resultado_153
1.0,1.0,1.0,1.0,RF,cenario4/resultado_153
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_153
0.9477611940298507,0.9477611940298507,0.9448818897637796,0.9146341463414636,SVM,cenario4/resultado_153
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_153
0.9978664896643278,0.9978664896643277,0.782608695652174,0.9,LogClass,cenario4/resultado_154
1.0,1.0,1.0,1.0,RF,cenario4/resultado_154
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_154
0.882716049382716,0.882716049382716,0.8671328671328672,0.8031088082901554,SVM,cenario4/resultado_154
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_154
0.9994510320597276,0.9994510320597276,0.9456521739130436,0.9775280898876405,LogClass,cenario4/resultado_155
1.0,1.0,1.0,1.0,RF,cenario4/resultado_155
0.9999451032059729,0.9999451032059727,0.9942857142857142,0.9977064220183486,MLP,cenario4/resultado_155
0.9080459770114943,0.9080459770114943,0.8987341772151899,0.847255369928401,SVM,cenario4/resultado_155
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_155
0.9865700023769907,0.9865700023769908,0.4593301435406698,0.6798866855524079,LogClass,cenario4/resultado_156
1.0,1.0,1.0,1.0,RF,cenario4/resultado_156
0.9843155752317566,0.9843155752317566,0.9789473684210526,0.9728033472803346,MLP,cenario4/resultado_156
0.9375,0.9375,0.9333333333333333,0.8974358974358975,SVM,cenario4/resultado_156
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_156
0.9976525821596245,0.9976525821596245,0.5853658536585366,0.7792207792207794,LogClass,cenario4/resultado_157
1.0,1.0,1.0,1.0,RF,cenario4/resultado_157
0.9999079443984166,0.9999079443984167,0.972972972972973,0.989010989010989,MLP,cenario4/resultado_157
0.7083333333333334,0.7083333333333334,0.5882352941176471,0.4716981132075472,SVM,cenario4/resultado_157
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_157
0.9967365764511357,0.9967365764511357,0.7272727272727273,0.8695652173913042,LogClass,cenario4/resultado_158
1.0,1.0,1.0,1.0,RF,cenario4/resultado_158
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_158
