AUC,B_ACC,F1,F2,Model,cenario/amostra
0.925,0.925,0.9189189189189189,0.8762886597938145,SVM,cenario4/resultado_158
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_158
0.8862423766355045,0.8862423766355045,0.04060203010150507,0.09501965923984272,LogClass,cenario4/resultado_159
0.999978086514441,0.999978086514441,0.9923664122137404,0.9969325153374232,RF,cenario4/resultado_159
0.8922857788221331,0.8922857788221332,0.8717948717948717,0.8173076923076922,MLP,cenario4/resultado_159
0.7230769230769231,0.7230769230769231,0.6170212765957447,0.5017301038062284,SVM,cenario4/resultado_159
0.999978086514441,0.999978086514441,0.9923664122137404,0.9969325153374232,XGB,cenario4/resultado_159
0.9823103865237877,0.9823103865237877,0.3864406779661017,0.6076759061833689,LogClass,cenario4/resultado_16
1.0,1.0,1.0,1.0,RF,cenario4/resultado_16
0.9826578548694215,0.9826578548694214,0.9655172413793104,0.9655172413793105,MLP,cenario4/resultado_16
0.7413793103448276,0.7413793103448276,0.6511627906976745,0.5384615384615385,SVM,cenario4/resultado_16
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_16
0.9946303501945526,0.9946303501945526,0.7160493827160493,0.863095238095238,LogClass,cenario4/resultado_160
1.0,1.0,1.0,1.0,RF,cenario4/resultado_160
0.9998832684824902,0.9998832684824903,0.9914529914529915,0.9965635738831615,MLP,cenario4/resultado_160
0.9396551724137931,0.9396551724137931,0.9357798165137614,0.9010600706713779,SVM,cenario4/resultado_160
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_160
,,,,LogClass,cenario4/resultado_161
,,,,RF,cenario4/resultado_161
,,,,MLP,cenario4/resultado_161
,,,,SVM,cenario4/resultado_161
,,,,XGB,cenario4/resultado_161
0.9884428851511712,0.9884428851511712,0.48148148148148145,0.6989247311827956,LogClass,cenario4/resultado_162
1.0,1.0,1.0,1.0,RF,cenario4/resultado_162
0.8459474691029742,0.8459474691029742,0.7999999999999999,0.7317073170731707,MLP,cenario4/resultado_162
0.75,0.75,0.6666666666666666,0.5555555555555556,SVM,cenario4/resultado_162
0.9999484057372819,0.999948405737282,0.9952153110047847,0.998080614203455,XGB,cenario4/resultado_162
0.9907919895340647,0.9907919895340647,0.5773672055427251,0.7735148514851484,LogClass,cenario4/resultado_163
1.0,1.0,1.0,1.0,RF,cenario4/resultado_163
0.996,0.996,0.9959839357429718,0.9935897435897436,MLP,cenario4/resultado_163
0.9199999999999999,0.9199999999999999,0.9130434782608696,0.8677685950413224,SVM,cenario4/resultado_163
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_163
0.9998875520071966,0.9998875520071966,0.888888888888889,0.9523809523809523,LogClass,cenario4/resultado_164
0.9375,0.9375,0.9333333333333333,0.8974358974358975,RF,cenario4/resultado_164
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_164
0.5,0.5,0.0,0.0,SVM,cenario4/resultado_164
0.9375,0.9375,0.9333333333333333,0.8974358974358975,XGB,cenario4/resultado_164
0.9997858344806486,0.9997858344806486,0.9785932721712538,0.9913258983890955,LogClass,cenario4/resultado_165
1.0,1.0,1.0,1.0,RF,cenario4/resultado_165
0.9999694049258069,0.999969404925807,0.9968847352024921,0.9987515605493132,MLP,cenario4/resultado_165
0.96875,0.96875,0.967741935483871,0.9493670886075949,SVM,cenario4/resultado_165
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_165
0.9965965022515447,0.9965965022515446,0.7111111111111111,0.8602150537634409,LogClass,cenario4/resultado_166
1.0,1.0,1.0,1.0,RF,cenario4/resultado_166
0.9124476384961776,0.9124476384961776,0.8979591836734693,0.8527131782945735,MLP,cenario4/resultado_166
0.88125,0.88125,0.8652482269503545,0.800524934383202,SVM,cenario4/resultado_166
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_166
0.999857846853677,0.999857846853677,0.955223880597015,0.98159509202454,LogClass,cenario4/resultado_167
1.0,1.0,1.0,1.0,RF,cenario4/resultado_167
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_167
0.6875,0.6875,0.5454545454545454,0.42857142857142855,SVM,cenario4/resultado_167
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_167
0.9918484128697905,0.9918484128697905,0.6695842450765863,0.8351528384279476,LogClass,cenario4/resultado_168
1.0,1.0,1.0,1.0,RF,cenario4/resultado_168
0.9999460159792701,0.9999460159792701,0.9967426710097721,0.9986945169712795,MLP,cenario4/resultado_168
0.9117647058823529,0.9117647058823529,0.9032258064516129,0.8536585365853658,SVM,cenario4/resultado_168
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_168
0.9999607781612803,0.9999607781612803,0.8,0.9090909090909091,LogClass,cenario4/resultado_169
1.0,1.0,1.0,1.0,RF,cenario4/resultado_169
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_169
0.5,0.5,0.0,0.0,SVM,cenario4/resultado_169
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_169
0.9990615615615616,0.9990615615615616,0.2857142857142857,0.5,LogClass,cenario4/resultado_17
1.0,1.0,1.0,1.0,RF,cenario4/resultado_17
0.875,0.875,0.8571428571428571,0.7894736842105263,MLP,cenario4/resultado_17
0.5,0.5,0.0,0.0,SVM,cenario4/resultado_17
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_17
0.9846271041031861,0.9846271041031861,0.7555555555555554,0.8717948717948718,LogClass,cenario4/resultado_170
0.9857142857142858,0.9857142857142858,0.9855072463768115,0.9770114942528735,RF,cenario4/resultado_170
0.9857142857142858,0.9857142857142858,0.9855072463768115,0.9770114942528735,MLP,cenario4/resultado_170
0.8428571428571429,0.8428571428571429,0.8135593220338984,0.7317073170731707,SVM,cenario4/resultado_170
0.9856625151613763,0.9856625151613763,0.9714285714285714,0.9714285714285714,XGB,cenario4/resultado_170
0.9998723838693211,0.9998723838693211,0.9690721649484536,0.9873949579831932,LogClass,cenario4/resultado_171
1.0,1.0,1.0,1.0,RF,cenario4/resultado_171
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_171
0.7340425531914894,0.7340425531914894,0.6376811594202899,0.5238095238095237,SVM,cenario4/resultado_171
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_171
0.9977805960684845,0.9977805960684845,0.9423076923076923,0.9760956175298804,LogClass,cenario4/resultado_172
1.0,1.0,1.0,1.0,RF,cenario4/resultado_172
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_172
0.9489795918367347,0.9489795918367347,0.9462365591397849,0.9166666666666666,SVM,cenario4/resultado_172
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_172
0.9972071145083052,0.9972071145083052,0.6779661016949152,0.8403361344537815,LogClass,cenario4/resultado_173
1.0,1.0,1.0,1.0,RF,cenario4/resultado_173
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_173
0.9125,0.9125,0.9041095890410958,0.854922279792746,SVM,cenario4/resultado_173
0.9999632515066883,0.9999632515066883,0.9937888198757764,0.9975062344139651,XGB,cenario4/resultado_173
0.9999050242188242,0.9999050242188242,0.9791666666666666,0.9915611814345993,LogClass,cenario4/resultado_174
1.0,1.0,1.0,1.0,RF,cenario4/resultado_174
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_174
0.7234042553191489,0.7234042553191489,0.6176470588235294,0.5023923444976076,SVM,cenario4/resultado_174
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_174
0.9888421733505822,0.9888421733505821,0.19455252918287935,0.37650602409638556,LogClass,cenario4/resultado_176
0.98,0.98,0.9795918367346939,0.9677419354838709,RF,cenario4/resultado_176
0.9598382923673997,0.9598382923673998,0.9019607843137256,0.9126984126984129,MLP,cenario4/resultado_176
0.66,0.66,0.48484848484848486,0.37037037037037035,SVM,cenario4/resultado_176
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_176
0.9996129603007851,0.9996129603007851,0.9292929292929293,0.9704641350210971,LogClass,cenario4/resultado_177
1.0,1.0,1.0,1.0,RF,cenario4/resultado_177
0.9998894172287958,0.9998894172287958,0.9787234042553191,0.9913793103448275,MLP,cenario4/resultado_177
0.6521739130434783,0.6521739130434783,0.4666666666666667,0.35353535353535354,SVM,cenario4/resultado_177
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_177
0.9992966332176686,0.9992966332176686,0.9407114624505929,0.9754098360655737,LogClass,cenario4/resultado_178
1.0,1.0,1.0,1.0,RF,cenario4/resultado_178
0.9999531088811778,0.9999531088811779,0.99581589958159,0.9983221476510068,MLP,cenario4/resultado_178
0.9201680672268908,0.9201680672268908,0.91324200913242,0.8680555555555557,SVM,cenario4/resultado_178
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_178
0.9929594861660079,0.9929594861660079,0.4429967426710098,0.6653620352250489,LogClass,cenario4/resultado_179
1.0,1.0,1.0,1.0,RF,cenario4/resultado_179
0.9778176586840269,0.977817658684027,0.9558823529411765,0.9558823529411765,MLP,cenario4/resultado_179
0.8970588235294117,0.8970588235294117,0.8852459016393442,0.8282208588957055,SVM,cenario4/resultado_179
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_179
0.9939339290105746,0.9939339290105746,0.7238805970149254,0.8676207513416816,LogClass,cenario4/resultado_18
1.0,1.0,1.0,1.0,RF,cenario4/resultado_18
0.9999180260677104,0.9999180260677105,0.9948717948717948,0.9979423868312757,MLP,cenario4/resultado_18
0.9407216494845361,0.9407216494845361,0.936986301369863,0.9028511087645196,SVM,cenario4/resultado_18
0.9974226804123711,0.9974226804123711,0.9974160206718347,0.9958720330237358,XGB,cenario4/resultado_18
0.9923741738688359,0.9923741738688359,0.15492957746478872,0.3142857142857143,LogClass,cenario4/resultado_180
1.0,1.0,1.0,1.0,RF,cenario4/resultado_180
0.8636363636363636,0.8636363636363636,0.8421052631578948,0.7692307692307693,MLP,cenario4/resultado_180
0.5,0.5,0.0,0.0,SVM,cenario4/resultado_180
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_180
0.9991623139844289,0.9991623139844289,0.9453376205787781,0.9773936170212765,LogClass,cenario4/resultado_181
1.0,1.0,1.0,1.0,RF,cenario4/resultado_181
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_181
0.9285714285714286,0.9285714285714286,0.923076923076923,0.8823529411764707,SVM,cenario4/resultado_181
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_181
0.9928029980410527,0.9928029980410527,0.21395348837209302,0.40492957746478875,LogClass,cenario4/resultado_182
1.0,1.0,1.0,1.0,RF,cenario4/resultado_182
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_182
0.5434782608695652,0.5434782608695652,0.16,0.10638297872340424,SVM,cenario4/resultado_182
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_182
0.9855827528379774,0.9855827528379772,0.7426326129666011,0.8709677419354838,LogClass,cenario4/resultado_183
0.9973958333333333,0.9973958333333333,0.9973890339425587,0.9958289885297184,RF,cenario4/resultado_183
0.9947916666666667,0.9947916666666667,0.9947643979057591,0.9916492693110648,MLP,cenario4/resultado_183
0.8515109004127966,0.8515109004127968,0.8231707317073171,0.7466814159292036,SVM,cenario4/resultado_183
0.9947916666666667,0.9947916666666667,0.9947643979057591,0.9916492693110648,XGB,cenario4/resultado_183
0.9875740270727581,0.987574027072758,0.18118466898954705,0.3561643835616438,LogClass,cenario4/resultado_185
1.0,1.0,1.0,1.0,RF,cenario4/resultado_185
0.9230240465963816,0.9230240465963816,0.8979591836734695,0.8661417322834645,MLP,cenario4/resultado_185
0.6346153846153846,0.6346153846153846,0.42424242424242425,0.3153153153153153,SVM,cenario4/resultado_185
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_185
0.9876695437731197,0.9876695437731196,0.02255639097744361,0.05454545454545455,LogClass,cenario4/resultado_186
0.6666666666666666,0.6666666666666666,0.5,0.3846153846153846,RF,cenario4/resultado_186
0.6666666666666666,0.6666666666666666,0.5,0.3846153846153846,MLP,cenario4/resultado_186
0.5,0.5,0.0,0.0,SVM,cenario4/resultado_186
0.8333333333333333,0.8333333333333333,0.8,0.7142857142857142,XGB,cenario4/resultado_186
0.929761775516851,0.929761775516851,0.19548872180451127,0.37142857142857144,LogClass,cenario4/resultado_187
1.0,1.0,1.0,1.0,RF,cenario4/resultado_187
0.9757562128097358,0.9757562128097357,0.9302325581395349,0.9433962264150942,MLP,cenario4/resultado_187
0.7202380952380952,0.7202380952380952,0.6115702479338843,0.4959785522788204,SVM,cenario4/resultado_187
0.999891434154815,0.9998914341548149,0.988235294117647,0.995260663507109,XGB,cenario4/resultado_187
0.9984249050310386,0.9984249050310386,0.8210526315789474,0.9198113207547169,LogClass,cenario4/resultado_188
1.0,1.0,1.0,1.0,RF,cenario4/resultado_188
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_188
0.9102564102564102,0.9102564102564102,0.9014084507042254,0.851063829787234,SVM,cenario4/resultado_188
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_188
0.9998993660058368,0.9998993660058368,0.9787234042553191,0.9913793103448275,LogClass,cenario4/resultado_189
1.0,1.0,1.0,1.0,RF,cenario4/resultado_189
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_189
0.8043478260869565,0.8043478260869565,0.7567567567567568,0.6603773584905661,SVM,cenario4/resultado_189
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_189
0.9996169683041272,0.9996169683041272,0.8,0.9090909090909091,LogClass,cenario4/resultado_19
1.0,1.0,1.0,1.0,RF,cenario4/resultado_19
0.9999521210380159,0.9999521210380159,0.9696969696969697,0.9876543209876544,MLP,cenario4/resultado_19
0.90625,0.90625,0.896551724137931,0.8441558441558441,SVM,cenario4/resultado_19
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_19
0.9998476538695917,0.9998476538695917,0.9642857142857143,0.9854014598540146,LogClass,cenario4/resultado_190
0.9999619134673979,0.9999619134673979,0.9908256880733944,0.9963099630996309,RF,cenario4/resultado_190
0.9999238269347959,0.9999238269347959,0.9818181818181818,0.9926470588235292,MLP,cenario4/resultado_190
0.9259259259259259,0.9259259259259259,0.92,0.8778625954198473,SVM,cenario4/resultado_190
0.9999238269347959,0.9999238269347959,0.9818181818181818,0.9926470588235292,XGB,cenario4/resultado_190
0.9977589895079964,0.9977589895079964,0.56,0.7608695652173914,LogClass,cenario4/resultado_191
1.0,1.0,1.0,1.0,RF,cenario4/resultado_191
0.9821428571428572,0.9821428571428572,0.9818181818181818,0.9712230215827338,MLP,cenario4/resultado_191
0.6785714285714286,0.6785714285714286,0.5263157894736842,0.40983606557377056,SVM,cenario4/resultado_191
0.9999490679433636,0.9999490679433636,0.9824561403508771,0.9929078014184396,XGB,cenario4/resultado_191
0.9980570520180164,0.9980570520180164,0.798165137614679,0.9081419624217119,LogClass,cenario4/resultado_192
1.0,1.0,1.0,1.0,RF,cenario4/resultado_192
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_192
0.8850574712643677,0.8850574712643677,0.8701298701298702,0.8072289156626505,SVM,cenario4/resultado_192
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_192
0.9881919374247894,0.9881919374247894,0.38910505836575876,0.6142506142506143,LogClass,cenario4/resultado_193
1.0,1.0,1.0,1.0,RF,cenario4/resultado_193
0.9899247894103489,0.9899247894103489,0.98,0.98,MLP,cenario4/resultado_193
0.9244735258724428,0.9244735258724428,0.8542713567839195,0.8517034068136272,SVM,cenario4/resultado_193
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_193
0.9924373915199604,0.9924373915199604,0.5793103448275861,0.7749077490774907,LogClass,cenario4/resultado_194
1.0,1.0,1.0,1.0,RF,cenario4/resultado_194
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_194
0.9107142857142857,0.9107142857142857,0.9019607843137255,0.8518518518518519,SVM,cenario4/resultado_194
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_194
0.9577773090534112,0.9577773090534112,0.22916666666666666,0.42389210019267826,LogClass,cenario4/resultado_195
1.0,1.0,1.0,1.0,RF,cenario4/resultado_195
0.9055028240643089,0.905502824064309,0.8902439024390244,0.8410138248847925,MLP,cenario4/resultado_195
0.7166666666666667,0.7166666666666667,0.6046511627906976,0.4887218045112782,SVM,cenario4/resultado_195
0.9999472685087535,0.9999472685087534,0.994475138121547,0.9977827050997783,XGB,cenario4/resultado_195
0.9867117379647978,0.9867117379647978,0.3254437869822485,0.5467196819085487,LogClass,cenario4/resultado_196
1.0,1.0,1.0,1.0,RF,cenario4/resultado_196
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_196
0.7818181818181817,0.7818181818181817,0.7209302325581396,0.6175298804780877,SVM,cenario4/resultado_196
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_196
0.9942478360907198,0.9942478360907199,0.5714285714285715,0.7692307692307692,LogClass,cenario4/resultado_197
1.0,1.0,1.0,1.0,RF,cenario4/resultado_197
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_197
0.9071428571428571,0.9071428571428571,0.8976377952755905,0.8456973293768546,SVM,cenario4/resultado_197
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_197
0.9975562072336266,0.9975562072336266,0.647887323943662,0.8214285714285714,LogClass,cenario4/resultado_198
1.0,1.0,1.0,1.0,RF,cenario4/resultado_198
0.9891304347826086,0.9891304347826086,0.989010989010989,0.982532751091703,MLP,cenario4/resultado_198
0.75,0.75,0.6666666666666666,0.5555555555555556,SVM,cenario4/resultado_198
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_198
0.9755646855192889,0.975564685519289,0.25531914893617025,0.4573170731707317,LogClass,cenario4/resultado_199
0.9838709677419355,0.9838709677419355,0.9836065573770492,0.974025974025974,RF,cenario4/resultado_199
0.9515651659716534,0.9515651659716533,0.9333333333333333,0.915032679738562,MLP,cenario4/resultado_199
0.7419354838709677,0.7419354838709677,0.6521739130434783,0.539568345323741,SVM,cenario4/resultado_199
0.967741935483871,0.967741935483871,0.9666666666666666,0.9477124183006534,XGB,cenario4/resultado_199
0.9577339017276195,0.9577339017276194,0.13442325158946414,0.2790346907993967,LogClass,cenario4/resultado_2
0.9933333333333334,0.9933333333333334,0.9932885906040269,0.9893048128342247,RF,cenario4/resultado_2
0.9466292723057363,0.9466292723057363,0.9370629370629371,0.9103260869565217,MLP,cenario4/resultado_2
0.7533333333333334,0.7533333333333334,0.6725663716814159,0.562130177514793,SVM,cenario4/resultado_2
0.9999626056390697,0.9999626056390696,0.9933774834437086,0.9973404255319148,XGB,cenario4/resultado_2
0.9933422103861518,0.9933422103861518,0.27184466019417475,0.48275862068965514,LogClass,cenario4/resultado_20
1.0,1.0,1.0,1.0,RF,cenario4/resultado_20
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_20
0.6428571428571428,0.6428571428571428,0.4444444444444445,0.3333333333333333,SVM,cenario4/resultado_20
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_20
0.9925673973293021,0.9925673973293021,0.19178082191780824,0.3723404255319149,LogClass,cenario4/resultado_200
0.9642857142857143,0.9642857142857143,0.962962962962963,0.9420289855072465,RF,cenario4/resultado_200
0.9285714285714286,0.9285714285714286,0.923076923076923,0.8823529411764707,MLP,cenario4/resultado_200
0.5714285714285714,0.5714285714285714,0.25,0.17241379310344823,SVM,cenario4/resultado_200
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_200
0.9838006230529595,0.9838006230529595,0.5189504373177842,0.7259380097879283,LogClass,cenario4/resultado_201
1.0,1.0,1.0,1.0,RF,cenario4/resultado_201
0.9944444444444445,0.9944444444444445,0.9944134078212291,0.9910913140311804,MLP,cenario4/resultado_201
0.9166666666666667,0.9166666666666667,0.9090909090909091,0.8620689655172415,SVM,cenario4/resultado_201
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_201
0.9963119072708113,0.9963119072708113,0.7058823529411764,0.8571428571428571,LogClass,cenario4/resultado_202
1.0,1.0,1.0,1.0,RF,cenario4/resultado_202
0.9999473129610116,0.9999473129610116,0.9940828402366864,0.997624703087886,MLP,cenario4/resultado_202
0.9285714285714286,0.9285714285714286,0.923076923076923,0.8823529411764707,SVM,cenario4/resultado_202
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_202
0.9989032555991687,0.9989032555991688,0.9446064139941691,0.9770808202653798,LogClass,cenario4/resultado_203
1.0,1.0,1.0,1.0,RF,cenario4/resultado_203
0.9999422766104826,0.9999422766104826,0.9969230769230769,0.9987669543773121,MLP,cenario4/resultado_203
0.9444444444444444,0.9444444444444444,0.9411764705882353,0.9090909090909091,SVM,cenario4/resultado_203
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_203
0.9786612579900903,0.9786612579900904,0.4618834080717488,0.6767411300919842,LogClass,cenario4/resultado_204
1.0,1.0,1.0,1.0,RF,cenario4/resultado_204
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_204
0.9178561972843149,0.9178561972843149,0.8110599078341013,0.8270676691729324,SVM,cenario4/resultado_204
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_204
0.9998417888408395,0.9998417888408395,0.9538461538461539,0.9810126582278481,LogClass,cenario4/resultado_205
1.0,1.0,1.0,1.0,RF,cenario4/resultado_205
0.999894525893893,0.999894525893893,0.96875,0.9872611464968153,MLP,cenario4/resultado_205
0.5967741935483871,0.5967741935483871,0.3243243243243243,0.23076923076923078,SVM,cenario4/resultado_205
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_205
0.9843045022559278,0.9843045022559278,0.2781456953642384,0.4906542056074767,LogClass,cenario4/resultado_206
1.0,1.0,1.0,1.0,RF,cenario4/resultado_206
0.9989920322549679,0.9989920322549679,0.8571428571428571,0.9375,MLP,cenario4/resultado_206
0.6746031746031746,0.6746031746031746,0.5176470588235293,0.40145985401459855,SVM,cenario4/resultado_206
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_206
0.9944380912776796,0.9944380912776796,0.2620689655172414,0.47029702970297027,LogClass,cenario4/resultado_207
1.0,1.0,1.0,1.0,RF,cenario4/resultado_207
0.9999480195446513,0.9999480195446513,0.9743589743589743,0.9895833333333334,MLP,cenario4/resultado_207
0.631578947368421,0.631578947368421,0.4166666666666667,0.3086419753086419,SVM,cenario4/resultado_207
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_207
0.9928327728225373,0.9928327728225375,0.8124999999999999,0.9106830122591945,LogClass,cenario4/resultado_208
0.9952380952380953,0.9952380952380953,0.9952153110047847,0.9923664122137404,RF,cenario4/resultado_208
0.9951869181654238,0.9951869181654238,0.9904761904761905,0.9904761904761905,MLP,cenario4/resultado_208
0.9095238095238095,0.9095238095238095,0.900523560209424,0.849802371541502,SVM,cenario4/resultado_208
0.9952380952380953,0.9952380952380953,0.9952153110047847,0.9923664122137404,XGB,cenario4/resultado_208
0.9971053821800091,0.9971053821800091,0.5949367088607594,0.7859531772575251,LogClass,cenario4/resultado_209
1.0,1.0,1.0,1.0,RF,cenario4/resultado_209
0.9999547715965627,0.9999547715965627,0.9894736842105264,0.9957627118644068,MLP,cenario4/resultado_209
0.6702127659574468,0.6702127659574468,0.5079365079365079,0.3921568627450981,SVM,cenario4/resultado_209
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_209
0.9993561679114087,0.9993561679114087,0.8951048951048951,0.9552238805970151,LogClass,cenario4/resultado_21
1.0,1.0,1.0,1.0,RF,cenario4/resultado_21
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_21
0.8515625,0.8515625,0.8256880733944955,0.7475083056478405,SVM,cenario4/resultado_21
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_21
0.9996935469748708,0.9996935469748709,0.9867172675521821,0.9946442234123948,LogClass,cenario4/resultado_210
1.0,1.0,1.0,1.0,RF,cenario4/resultado_210
0.9961538461538462,0.9961538461538462,0.9961389961389961,0.9938366718027736,MLP,cenario4/resultado_210
0.9673076923076923,0.9673076923076923,0.9662027833001988,0.9469992205767732,SVM,cenario4/resultado_210
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_210
0.9956435268491334,0.9956435268491335,0.5490196078431372,0.7526881720430109,LogClass,cenario4/resultado_211
1.0,1.0,1.0,1.0,RF,cenario4/resultado_211
0.9732142857142857,0.9732142857142857,0.9724770642201834,0.9566787003610108,MLP,cenario4/resultado_211
0.7053571428571428,0.7053571428571428,0.5822784810126582,0.4655870445344129,SVM,cenario4/resultado_211
0.9999526470309689,0.9999526470309689,0.9911504424778761,0.9964412811387899,XGB,cenario4/resultado_211
0.9981124577786608,0.9981124577786609,0.8455284552845529,0.931899641577061,LogClass,cenario4/resultado_212
1.0,1.0,1.0,1.0,RF,cenario4/resultado_212
0.9996026226902445,0.9996026226902444,0.962962962962963,0.9848484848484849,MLP,cenario4/resultado_212
0.7211538461538461,0.7211538461538461,0.6133333333333333,0.49783549783549785,SVM,cenario4/resultado_212
0.9807692307692308,0.9807692307692308,0.9803921568627451,0.9689922480620154,XGB,cenario4/resultado_212
0.9943192064923355,0.9943192064923354,0.31521739130434784,0.5350553505535055,LogClass,cenario4/resultado_213
0.9827586206896552,0.9827586206896552,0.9824561403508771,0.9722222222222222,RF,cenario4/resultado_213
0.9827586206896552,0.9827586206896552,0.9824561403508771,0.9722222222222222,MLP,cenario4/resultado_213
0.603448275862069,0.603448275862069,0.34285714285714286,0.24590163934426232,SVM,cenario4/resultado_213
0.9826684493641369,0.9826684493641367,0.9491525423728815,0.9589041095890412,XGB,cenario4/resultado_213
0.9996289769038122,0.9996289769038122,0.9411764705882353,0.9756097560975611,LogClass,cenario4/resultado_214
1.0,1.0,1.0,1.0,RF,cenario4/resultado_214
0.9999536221129766,0.9999536221129766,0.9922480620155039,0.9968847352024922,MLP,cenario4/resultado_214
0.703125,0.703125,0.5777777777777777,0.46099290780141844,SVM,cenario4/resultado_214
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_214
0.996044962531224,0.996044962531224,0.822429906542056,0.9205020920502093,LogClass,cenario4/resultado_215
1.0,1.0,1.0,1.0,RF,cenario4/resultado_215
0.9999583680266444,0.9999583680266444,0.9977324263038548,0.9990917347865577,MLP,cenario4/resultado_215
0.95,0.95,0.9473684210526316,0.9183673469387754,SVM,cenario4/resultado_215
0.9954545454545455,0.9954545454545455,0.995433789954338,0.9927140255009108,XGB,cenario4/resultado_215
0.999022025682456,0.999022025682456,0.8700564971751412,0.9436274509803921,LogClass,cenario4/resultado_216
1.0,1.0,1.0,1.0,RF,cenario4/resultado_216
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_216
0.948051948051948,0.948051948051948,0.9452054794520548,0.9151193633952255,SVM,cenario4/resultado_216
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_216
0.9952128213133521,0.9952128213133521,0.7486338797814207,0.8815958815958815,LogClass,cenario4/resultado_217
1.0,1.0,1.0,1.0,RF,cenario4/resultado_217
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_217
0.8941605839416058,0.8941605839416058,0.8816326530612245,0.823170731707317,SVM,cenario4/resultado_217
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_217
0.9945371775417299,0.9945371775417299,0.7272727272727273,0.8695652173913042,LogClass,cenario4/resultado_218
1.0,1.0,1.0,1.0,RF,cenario4/resultado_218
1.0,1.0,1.0,1.0,MLP,cenario4/resultado_218
0.9027777777777778,0.9027777777777778,0.8923076923076924,0.838150289017341,SVM,cenario4/resultado_218
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_218
0.9991936928865794,0.9991936928865794,0.896551724137931,0.9558823529411765,LogClass,cenario4/resultado_219
1.0,1.0,1.0,1.0,RF,cenario4/resultado_219
0.9999552051603655,0.9999552051603655,0.9936305732484078,0.9974424552429669,MLP,cenario4/resultado_219
0.9487179487179487,0.9487179487179487,0.945945945945946,0.9162303664921465,SVM,cenario4/resultado_219
1.0,1.0,1.0,1.0,XGB,cenario4/resultado_219
