name,steps,nbTransactions,nbClients,totalError
PS_20211015114538_74083473,10000,39180,223,0.7496808267663768
PS_20211015114539_74084361,10000,49226,392,0.7456364352996787
PS_20211015114540_74085266,10000,54564,418,0.7398598922184859
PS_20211015114541_74086222,10000,46610,400,0.7457420596048273
PS_20211015114542_74087164,10000,47783,611,0.7515913755118515
PS_20211015114543_74088043,10000,56014,313,0.7439332639705768
PS_20211015114544_74089038,10000,143105,617,0.7131769561613281
PS_20211015114545_74090439,10000,53087,340,0.7435121461324351
PS_20211015114546_74091417,10000,41747,239,0.7505217705329271
PS_20211015114547_74092294,10000,41400,116,0.7506149220800864
PS_20211015114548_74093181,10000,46572,111,0.749039683305703
PS_20211015114549_74094150,10000,55101,201,0.7374497513986585
PS_20211015114550_74095151,10000,38914,394,0.7504444242272916
PS_20211015114551_74096019,10000,52397,138,0.7368950608672165
PS_20211015114552_74096993,10000,42649,120,0.7479032232444327
PS_20211015114553_74097889,10000,55822,352,0.7451588888744978
PS_20211015114554_74098847,10000,58769,329,0.7495498728215368
PS_20211015114555_74099777,10000,164595,305,0.6984004589721122
PS_20211015114556_74101313,10000,53011,359,0.7404186401498702
PS_20211015114557_74102232,10000,59311,183,0.7414985321313367
PS_20211015114558_74103150,10000,47510,411,0.7466374124837891
PS_20211015114559_74104189,10000,47929,183,0.7481292501266068
PS_20211015114600_74105144,10000,53084,323,0.7426334232901934
PS_20211015114601_74106026,10000,188603,334,0.7038065002208228
PS_20211015114602_74107503,10000,61316,171,0.742110454384892
PS_20211015114603_74108421,10000,52624,165,0.7433129470255713
PS_20211015114604_74109370,10000,45550,288,0.7522454094736039
PS_20211015114605_74110268,10000,176866,289,0.7061008566398018
PS_20211015114607_74111737,10000,48272,462,0.7493287988459812
PS_20211015114608_74112649,10000,41965,199,0.7479158622878512
PS_20211015114608_74113504,10000,40252,329,0.7553795572916554
PS_20211015114609_74114350,10000,56935,227,0.7445726808321935
PS_20211015114610_74115281,10000,54669,650,0.7414188009373682
PS_20211015114611_74116211,10000,59641,390,0.7440095347318691
PS_20211015114612_74117159,10000,46179,286,0.7517765315936867
PS_20211015114613_74118040,10000,59223,220,0.7438375328541889
PS_20211015114614_74119055,10000,40465,354,0.7505354379798432
PS_20211015114615_74120041,10000,58096,346,0.7450153765584443
PS_20211015114616_74120977,10000,57646,373,0.7437285478602118
PS_20211015114617_74121904,10000,49298,428,0.743720589007848
PS_20211015114618_74122801,10000,47056,517,0.7416444301168396
PS_20211015114619_74123713,10000,60711,111,0.74399663338829
PS_20211015114619_74124622,10000,43902,512,0.7479532297424897
PS_20211015114620_74125471,10000,43719,343,0.7468951554108341
PS_20211015114621_74126369,10000,62436,236,0.7452611206452757
PS_20211015114622_74127259,10000,49982,220,0.7440109191605987
PS_20211015114623_74128174,10000,181975,441,0.7010807110783265
PS_20211015114625_74129642,10000,48830,526,0.7480307864519716
PS_20211015114625_74130541,10000,47717,152,0.7450979630678523
PS_20211015114626_74131410,10000,51831,121,0.7450242818762869
PS_20211015114627_74132267,10000,64529,661,0.7464054488417635
PS_20211015114628_74133262,10000,57642,219,0.7468813096502823
PS_20211015114629_74134254,10000,51956,251,0.7532177012730003
PS_20211015114630_74135249,10000,55373,341,0.7442264494522725
PS_20211015114631_74136260,10000,43030,177,0.7425261188567391
PS_20211015114632_74137288,10000,57484,153,0.7435313966210603
PS_20211015114633_74138239,10000,60301,423,0.7501035948832353
PS_20211015114634_74139237,10000,36771,167,0.752082231016254
PS_20211015114635_74140203,10000,45300,171,0.7509992034630917
PS_20211015114636_74141208,10000,45862,331,0.750088158230335
PS_20211015114637_74142173,10000,42972,214,0.7466162449817879
PS_20211015114638_74143105,10000,55924,228,0.7480546375622907
PS_20211015114639_74144020,10000,55850,248,0.7399579157858266
PS_20211015114640_74144960,10000,58484,377,0.737924049871574
PS_20211015114641_74146012,10000,60039,112,0.7450745305476182
PS_20211015114642_74146936,10000,53856,323,0.74745604958884
PS_20211015114643_74147929,10000,49383,295,0.7501480289326758
PS_20211015114644_74148780,10000,48197,139,0.7460371884930871
PS_20211015114645_74149741,10000,54923,232,0.7459072895242493
PS_20211015114646_74150711,10000,41168,272,0.7472928081802226
PS_20211015114646_74151542,10000,55263,243,0.7433882403153054
PS_20211015114647_74152507,10000,55670,414,0.7460612129575002
PS_20211015114648_74153591,10000,51315,309,0.7475580177838346
PS_20211015114649_74154503,10000,46781,462,0.7512229248470428
PS_20211015114650_74155345,10000,42600,292,0.7506688455018483
PS_20211015114651_74156140,10000,44755,408,0.7507438978662515
PS_20211015114652_74157010,10000,57683,377,0.7399031828026637
PS_20211015114653_74158070,10000,56992,187,0.7463926714032695
PS_20211015114654_74159027,10000,45055,271,0.7476570472771963
PS_20211015114655_74160003,10000,45769,138,0.7471754197074417
PS_20211015114656_74160931,10000,48700,480,0.7494807121844774
PS_20211015114657_74161851,10000,58686,132,0.7406211665505724
PS_20211015114658_74162751,10000,50210,148,0.746860947161688
PS_20211015114658_74163604,10000,59730,132,0.7391368545453921
PS_20211015114659_74164472,10000,40718,219,0.7517938659677117
PS_20211015114700_74165293,10000,45575,556,0.7454796647821668
PS_20211015114701_74166191,10000,40886,134,0.7474190773511316
PS_20211015114702_74167047,10000,56984,128,0.7423369976583211
PS_20211015114703_74167951,10000,49567,280,0.7441337934929311
PS_20211015114704_74168842,10000,58310,445,0.7497042049937654
PS_20211015114705_74169703,10000,49231,272,0.7408144066512156
PS_20211015114705_74170590,10000,49038,343,0.7436133670880892
PS_20211015114706_74171503,10000,59798,231,0.7461270359050236
PS_20211015114707_74172454,10000,52630,256,0.7447177989585928
PS_20211015114708_74173385,10000,53182,298,0.7469968179174529
PS_20211015114709_74174302,10000,55565,251,0.7439096743030896
